Species,UCP_ID,Prep_Number,Date_of_death,Intake_date,Necropsy_date,Manner_of_death,County_approximate _ocation,City_approximate_location,Neighborhood,Latitude,Longitude,LatLong_Remark,Dissected_by,Collection_notes_condition,PAWS_Case_Number,Sex,Age,Reproductive status,Suspected_Young_of_Year,Total_length_(mm),Tail_(mm),Right_hind_foot_(mm),Right_ear_(mm),Testes_(mm),Weight_(g),Body_condition_(1-5),Skin_lesions,Ringworm,Ectoparasites,Coloration_claws,Notes_external,Tooth_wear,Bone_marrow_color,Bone_marrow_consistency,Heart,Lungs,Lymph_nodes,Notes_thoracic,Spleen_mass,Liver_mass,Liver_condition_path,Notes_liver_bile ducts_lymphatic,Kidney_pathology_condition,kidney_w_fat_g,kidney_wo_fat_g,Kidney_fat_weight_g,Kidney_fat_index_percentage,Uterine_scars_(L+R),Current_pregnancy_(Embryos_L+R),Notes_reproductive_urinary,Additional_notes_and_observations,UPDATE_SAMPLE_SHEET
Coyote,COY002,YH003,10/28/21,NA,,Wildlife Control Operator,Pierce,Tacoma,NA,47.1275127,-122.366022,Approx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Coyote,COY003,YH004,10/28/21,NA,,Wildlife Control Operator,Pierce,Tacoma,NA,47.1275127,-122.366022,Approx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Coyote,COY004,YH005,10/28/21,NA,,Wildlife Control Operator,Pierce,Tacoma,NA,47.1275127,-122.366022,Approx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Coyote,COY165,YH271,3/19/25,NA,4/3/25,USDA Wildlife Services,King,Seattle,Queen Anne SPU,47.64806,-122.365,specific,"SK, YH",stinky,NA,Female,Adult,N/A,NA,1112,301,198,116,NA,9200,2,NA,NA,NA,normal,NA,"worn mittens, TR premolar broken",NA,NA,"enlarged, filled w/ frozen blood","BAD- infection of some lesions, browning, hardened tissues",NA,some lung tissue is greenish,14.7,278.8,"decomp, strawberry lesions",NA,"highly enlarged, lots of specking, brusing on one side",55.7,42.1,13.6,32.304038,"4R, 3L",pregnant,"nursing, kidneys are very different in size and color","doing muscle sample for burke instead of liver, liver conditon too poor",TRUE
Raccoon,RAC030,YH124,4/13/23,4/18/23,9/7/23,PAWS,Snohomish,Edmonds,NA,47.7959091,-122.3597095,Specific,SK,NA,2023-0532,Male,Adult,Testes present,no,771,no tail,138,46,36x28,7050,3,NA,NA,NA,Normal,na,"very worn, missing many teeth, upper right canine sliced in half, lower canines gone",na,na,blueish coloration,"pale, mottled",NA,NA,48.2,384.6 w/gb,"some white dots, bottom of lower lobe darkened",NA,white dots on top of kidney,NA,NA,#VALUE!,#VALUE!,NA,NA,kidney fat:0,"huge wound on lower abdomen/butt, back feet both quite swollen. missing toe back right leg, tail gone, r teste appear missing/potentially popped, excess fluid in scrotum. no subq fat.",TRUE
Raccoon,RAC043,YH229,5/23/23,6/28/23,7/25/24,PAWS,King,Seattle,Fremont,47.65086,-122.35412,Specifc ,"MM, JM",NA,2023-1266,Female,Juvenile,N/A,NA,939,289,125,41,NA,4180,3,NA,NA,NA,sharp claws,NA,"minimal tooth wear, front teeth chipped off",NA,NA,"normal, lots of blood",dark discoloration throughout lungs,normal,NA,33.8,153.6 w/gb,normal with some dark discoloration,NA,healthy cleat distincion of C+M,12.8,12.1,0.7,5.785123967,NA,NA,crystalization in bladder,NA,TRUE
Raccoon,RAC099,YH228,NA,6/11/24,7/11/24,Roadkill,King,Seattle ,Greenlake ,47.687,-122.35146,Specific ,JM,NA,NA,Male,Juvenile,Testes present,NA,947,316,131,48,NA,4100,3,normal ,NA,NA,"claws a littlw worn, still sharp","raccoon was hit in the head, so few teeth were intact, skull crushed ","normal/low (juvenile), still has mittens ",NA,NA,normal ,"left lung has dark purple coloration, right lung normal + pink",normal ,thoracic cavity full of blood ,9.6,127.8 w/gb,"some black discoloration, mostly normal ","dark discoloration + signs of decay on spleen, but mostly normal",mostly normal (distincation between C and M fairly clear),20.5,19.6,0.9,4.591836735,N/A,NA,NA,black spots at end of small intestine (standard for raccoons),TRUE
Raccoon,RAC094B,YH219,3/4/24,3/4/24,6/6/24,PAWS,King,Burien,14001 Ambaum Blvd SW,47.478264,-122.348309,Specific,"NC, ID",NA,2024-0326,Female,Adult,Uterine scars,No,975,305,210,50,NA,4090,2,NA,NA,NA,normal ,a lot of dirt stuck in fur ,"normal, no mittens ",NA,NA,"normal, clotted/frozen blood inside","pink veining and color, some discoloration on edges, purple discoloration on one lobe",NA,NA,16.6,202.3 w/gb,"rough discoloration thats lighter in color, grainy discoloration ",redish brown grainy discoloration on spleen ,"healthy dark red color, but distinction between c&m",22.9,19.4,3.5,18.04123711,3L + 3R,NA,NA,NA,TRUE
Raccoon,RAC015,YH022,9/6/22,9/7/22,11/3/22,Roadkill,King,Seattle,Fremont,47.66455,-122.3476344,Specific,"NB, YH",roadkill-SK,,Female,Juvenile,N/A,NA,600,170,70,30,NA,800,3,nothing notable,nothing notable,nothing notable,NA,NA,look normal/minimal wear,NA,NA,Weird hard lump at bottom,too decomposed-lungs disintegrating:breathed in blood (bubbles):left lung is black,NA,Diaphragm also black ,NA,NA,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,NA,NA,NA,Had to stop dissection- too decomposed. Too decomposed for most samples,TRUE
Raccoon,RAC081,YH176,2/26/24,2/27/24,3/7/24,PAWS,Snohomish,Edmonds,"Pine ridge park, 20330 83rd ave W",47.81255,-122.34652,Specific,EM,,2024-0298,Male,Adult,Testes present,NA,1025,285,130,46,38x35,7550,2,NA,NA,NA,"normal coloration, longer claws","cut near the chest, before i began cutting looked almost like it got slahsed ","canines are chipped, some wear, right top canine missing",NA,NA,"squishy, lots of blood pooling out","some discoloration from blood pooling, squishy texture",N/A,NA,35.8,350.0g w/gb,slight discoloration ,NA,NA,40.9,38,2.9,7.631578947,NA,NA,"decomp in one kidney, otherwise normal",NA,TRUE
Raccoon,RAC067,YH192,10/22/23,11/10/23,4/20/24,PAWS,King,Shoreline ,"190th and Meridian Shoreline, WA ",47.755653,-122.341515,Specific,"ID, NW ",NA ,2023-4024,Male,Juvenile,Baculum present,NA ,360,110,45,15,na,5070,3,"1%, injury on left hind foot, 2 scrapes on face  ",NA,NA ,"normal coloration, claws not worn and a bit pink ","injury on left hind, possibly infected ","very present mitten, perfect white teeth (no visible wear) ",NA,NA,fat surrounding heart ,"spongy texture, very discolored with large purple and black spots ",NA,NA,16.2,206 w/gb,good when cut very dark red spots inside (likely frozen blood),NA,"looks okay, discoloration present but not super clear ",35.2,22.7,12.5,55.0660793,NA,NA,very full bladder ,NA,TRUE
Raccoon,RAC057,YH162,7/29/23,10/3/23,2/15/24,PAWS,Pierce,Puyallup,"6606 152nd St Ct E Puyallup, WA 98375",47.11813,-122.3407,Specific,MC,NA,23-2981,Male,Pup,N/A,NA,562,161,77,30,NA,1100,3,NA,NA,NA,normal,NA,NA,NA,NA,normal,really pale and discolored,NA,NA,2.9,44.1 w/gb,some decomp,NA,"weirdly discolored in some places (possible decomp), looked normal when cut open",7.5,6.7,0.8,11.94029851,NA,NA,NA,"Adrenal gland enlarged from a baby, similar to adults adrenal size. behind hind leg, cottage cheese looking liquify-fat poured out.",TRUE
Raccoon,RAC034,YH102,4/16/23,4/18/23,6/28/23,PAWS,King,"7810 220th St, SW Edmonds, WA 98026",NA,47.79993,-122.33885,Specific,YH,"NA,  PAWs case number from group of infants randomly assigned bc no way to distingush which was which ",2023-0568,Male,Pup,N/A,N,230,60,20,9,too small,102.1,3,0%,NA,NA,normal,NA,No teeth yet,NA,NA,normal,normal,normal,NA,0.99,4.1g,white lesions on liver,NA,normal,NA,NA,#VALUE!,#VALUE!,NA,NA,NA,white spots in abdominal cavity,TRUE
Raccoon,RAC031,YH083,4/16/23,4/18/23,6/1/23,PAWS,Snohomish,Edmonds,NA,47.7995707,-122.3387836,Approx,SK,"Neonate, 7810 220th st sw Edmonds, PAWs case number from group of infants randomly assigned bc no way to distingush which was which ",2023-0565,Male,Juvenile,Testes present,Yes,205,54,32,10,Unmeasurable,135.5,2,0%,none,none,normal,"< 2 weeks old, eyes not yet open yet. Puncture wounds on abdomen (cat?). Took as much hair/whiskers as possible, but not much present",No teeth yet; just about to pop through gums,dark pink,too small to tell,Blood pooled on right side of heart within paracardium,Hemoraging in lungs (both),normal,NA,1.2,8.6 with GB,white spotting on the bottom of liver lobes,liver is bulk majority of the abdominal cavity. liver seems large in comparison to body size,A few small white dots on both kidneys. Very small deposits of fat around kidney,NA,NA,#VALUE!,#VALUE!,NA,NA,NA,blood under skin and wihtin abdominal cavity,TRUE
Raccoon,RAC032,YH093,4/16/23,4/18/23,6/22/23,PAWS,Snohomish,Edmonds,NA,47.7995707,-122.3387836,Specific,SK,"neonatal, PAWs case number from group of infants randomly assigned bc no way to distingush which was which ",2023-0566,Female,Juvenile,Nonparous,NA,239,52,32,10,NA,168.8,2,0%,none,none,normal,NA,NA/teeth not erupted yet,NA,NA,"clot in heart, slightly longer than normal but could be from freezing",normal,none observed,NA,1.2,10.7 w gb,normal ; large compared to body size,NA,nomral; large for body size,NA,NA,#VALUE!,#VALUE!,NA,NA,NA,"uterus present, eyes not open ~ 2 weeks old, fat stores in abdomen, very full body, collected diagram and abdominal muscle for muscle sample, no bovious signs of trauma besides clot in heart",TRUE
Raccoon,RAC033,YH094,4/16/23,4/18/23,6/22/23,PAWS,Snohomish,Edmonds,NA,47.7995707,-122.3387836,Specific,SK,"neonatal, PAWs case number from group of infants randomly assigned bc no way to distingush which was which ",2023-0567,Male,Juvenile,Testes present,NA,211,50,34,8,2x1,160.3,2,0%,none,none,normal,NA,NA/teeth not erupted yet,NA,NA,normal; maybe clot,"pale lungs compared 2 the previous neonates, small bruise on 1 lobe",none observed,NA,1.4,11.6 w gb,may have some early signs of degredation (texture); edges light and middle splotchy,NA,normal,NA,NA,#VALUE!,#VALUE!,NA,NA,"blood in urine, small white crystal-esque things in bladder","some potential puncture wounds in abdoman and on hind right toes; blood visually pooled under skin in abdomen, blood sample may be contaminated with urine",TRUE
Coyote,COY106A,YH137,10/3/23,10/3/23,11/30/23,PAWS,Snohomish ,Edmonds ,,47.80697603,-122.3357847,Specific,"NW,NB,YH",euthanized by PAWS after hit by car ,,Female,Adult,No scars observed,NA,1885,348,173,102,NA,9800,3,NA,NA,NA,normal,"front legs shaved by paws, white tipped tail",minimal tooth wear- pearly whites ,NA,NA,"normal, filled with blood","saturated with blood, white spots",normal,coagulated blood in thoraic cavity,40.8,369.6 w gb,white lesions all over liver ,NA,normal ,NA,NA,#VALUE!,#VALUE!,no scared observed (past pregnancies),NA,NA,,TRUE
Raccoon,RAC075,YH170,12/4/23,2/26/24,2/29/24,PAWS,King,Burien,"18806 4th Ave S Burien, WA 98140",47.43441,-122.32985,Specific,NW,NA,23-4339,Female,Adult,Uterous not observed: nipples present,NA,960,32,12,4,NA,6860,4,NA,NA,NA,claws slightly worn,NA,healthy,NA,NA,normal,dark & lots of discoloration,NA,lots of internal bleeding,16.6,239.6 w/gb,"slightly pale, some lesions w/rough texture",NA,NA,31.2,21.3,9.9,46.47887324,NA,NA,NA,NA,TRUE
Raccoon,RAC026,YH226,3/23/23,3/23/23,7/11/24,Roadkill,King,Seattle ,Greenlake ,47.689282,-122.3294803,Specific,"SB, EA",really stinky so stopped necropsy,NA,Male,Adult,Testes present,NA,1055,320,130,60,45x40,9153,3,pus near pelvis and back left leg+ back,NA,NA,healthy and sharp not worn,NA,"canines look good, incisors ok, some discoloration on molars, missing teeth prob from trauma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Raccoon,RAC092,YH227,6/3/24,6/3/24,7/11/24,Roadkill,King,Seattle,Northgate; I5 at northgate,47.699751,-122.329306,Specifc ,"MC,MM,WP",NA,NA,Male,Adult,Testes present,NA,975,345,118,60,76x47,8180,3,lesion on back left leg,NA,NA,NA,NA,shattered jaw,NA,NA,normal,dark discoloration (maybe decomp),NA,NA,30.7,206.4 w/gb,"a few white spots, dark discoloration on edges (probably decomp)",a few white spots on spleen with discoloartion on one edge,"dark discolortion on one side & and small white spots, distinction present ",25.4,22.2,3.2,14.41441441,NA,NA,NA,skull shattered jaw detached ,TRUE
Raccoon,RAC056,YH174,10/2/23,10/2/23,3/7/24,PAWS,King,Seattle ,Greenlake/mapleleaf,47.6882023,-122.3271625,Specific,ID,roadkill,NA,Female,Adult,No scars observed,NA,1000,340,110,55,NA,7200,3,lesions feet and hands,NA,NA,normal,maybe road rash on both feet,worn mittens,NA,NA,"normal, no blood in heart when cut open","some decomp, light and dark discoloration",normal,"thoraic cavity full of blood, even before we opened it ",23.9g,217.7 w/gb,"light on inside, some bubbles ",slpeen has light large spotty discoloration,NA,27.1,18.2,8.9,48.9010989,"no uterine scars oberved, uterous very gray / dark",NA,"kidney pale inside, holes inside ","messed up head/skull jaw dislocated and skull in pieces, lots of blood in internal cavity",TRUE
Raccoon,RAC078,YH172,12/15/23,2/27/24,2/29/24,PAWS,Snohomish,Edmonds,"12219 Marine View Dr Edmonds, WA 98026",47.88769,-122.32516,Specific,"ID, MT","on tag intake 12/15/23, D24 12/16/23",23-4386,Female,Adult,Uterine scars,NA,840,275,115,45,NA,3890,2,NA,NA,NA,normal,hair shaved on arm (probs from PAWS),worn mittens,NA,NA,"blood in pericardial sack, goo texture heart",dark discoloration on lungs,NA,NA,6,128.0 w/gb,"good, very healthy",NA,good difference between medulla & cortex,16.4,14,2.4,17.14285714,"uterine scars observed, 1L, 2R",NA,NA,NA,TRUE
Raccoon,RAC039,YH111,6/20/23,6/20/23,7/6/23,Roadkill,King,Shoreline,NA,47.7290747,-122.3239808,Specific,"EC,YH",NA,,Male,Juvenile,Testes present,no,900,310,110,40,R 10x5,5320,3,NA,NA,NA,normal,"bleeding from mouth, no obvious external wounds",UL canine chipped,red,soupy,"normal, drained of blood","L pale, R mottles and saturated w/ blood",collected1,NA,46,195.4 w/gb,normal,"massive spleen, white spots","R kidney obliteratd, poor differentiation",NA,NA,#VALUE!,#VALUE!,NA,NA,testes covered in fur/ small,"significant hemorrhaging/ bruising along left side of spine, stomach full of gas, trauma to abdo cavity, hole in right side behind kidney. liver punctured",TRUE
Raccoon,RAC005,YH008,,NA,,Roadkill,King,Seattle,University District,47.666509,-122.322756,Specific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Raccoon,RAC022,YH027,5/17/22,5/17/22,11/3/22,Roadkill,King,Seattle,University District,47.6581569,-122.3222079,Specific ,NA,WSDOT pickup,,Male,Adult,Baculum present,NA,990,315,120,50,NA,7310,3,NA,NA,NA,NA,NA,NA,NA,NA,Heart has slice/wound-unsure if from dissection,"black and discolored, no parasites apparent",NA,NA,No spleen weight,NA,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,NA,NA,Baculum present- testes not apaprent,Too decomposed for some samples,TRUE
Raccoon,RAC004,YH009,1/29/22,1/29/22,,Roadkill,King,Seattle,Sodo/I-district,47.593909,-122.321223,Specific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fill in using physical data sheet at burke,FALSE
Raccoon,RAC069,YH146,11/11/23,12/4/23,1/11/24,,snohomish,Montlake terrace,22306 65th ave W mountlake terrace 98043,47.79675985,-122.3209535,Specific,"Natalie, Erika",NA,2023-4184,Male,Adult,Baculum present,NA,5060,890,120,50,NA,5060,3,NA,NA,NA,NA,NA,good teeth,NA,NA,normal,"very discolored, lumpy",normal,NA,9.9g,128.7 w/gb,some discoloration ,NA,normal,18.5,14.9,3.6,24.16107383,NA,NA,NA,,TRUE
Raccoon,RAC063,YH189,10/30/23,10/30/23,4/20/24,Roadkill,King,Seattle ,U District,47.65451911,-122.3204342,Specific,"NW, YH, ID","Covered in blood, Left Flank Bleeding ",,Female,Adult,Uterine scars,NA,990,290,150,30,NA,4860,3,NA,NA,NA,normal,FL leg broken ,"white and shiny, missing UL canine, likely from impact ",,NA,Heart walls look thickened ,"Spongy, pale with discoloaration (possibly just decomp)",NA,NA,21.1,197.8 w/gb,pale,"spleen large, seems healthy ","green discoloration around medula, ok contrast between medula and cortex ",26.7,20.3,6.4,31.5270936,scaring present ,No,NA ,crushed skull,TRUE
Coyote,COY008,YH012,NA,7/28/22,8/4/22,Roadkill,King,Shoreline,I-5,47.77531,-122.31886,Specific,"SK, YH",NA,,Female,Juvenile,Nonparous,N,1000,306,182,123,NA,7940,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,white splotches,gallbladder very tucked into liver,"blood inside, white lesion in right kidney",NA,NA,#VALUE!,#VALUE!,NA,NA,NA,caecum filled with air,FALSE
Raccoon,NA,YH181,NA,7/24/12,3/28/24,Other,King,Seattle ,Capitol Hill,47.604,-122.313,Approx,"MT, AB",tag was not specific enough for UCP #. saved by jeff. 2016-138 (front) 7/24/12 in between 14th &15th and Alder Rico ,,Male,Juvenile,Testes present,NA,750,250,100,40,15,2850,3,NA,NA,NA,"normal coat, yellowish tale",NA,"plaque build up on lower teet, some teeth havent come in yet",NA,NA,fluid in paracardilal sack,some discoloration indactes decomposition,normal,NA,7.8,59.5 w/o gb,"1/2 very pale in color, some pink pale discoloration",NA,unclear separation between cortex & medulla,7,6.9,0.1,1.449275362,NA,NA,NA,NA,TRUE
River otter,OTT005,YH104,12/7/22,12/30/22,6/29/23,Wildlife Control Operator,King,Seattle,Portage Bay,47.646,-122.3129,Approx,"ER, IC",NA,,Female,Adult,Uterine scars,No,1280,390,122,15,NA,8400,3,NA,NA,NA,NA,hind feet had warts?,some tartar build-up on pre-molars,dark red,jelly,NA,NA,NA,NA,44.7,385,partially decayed,some air bubbles around liver and some overall splotches,"had hard, tiny white dots, r kidney weird, white film + some hard white dots: left kidney weird white hard dots, spreading into connective tissue+ ont0 intestines",NA,NA,#VALUE!,#VALUE!,"scars are present, potentially 1 left?",NA,NA,"mouth had maggots, stomach came off from intestines.",TRUE
Raccoon,RAC010,YH021,8/5/22,8/5/22,11/3/22,Roadkill,King,Seattle,Ravenna,47.67677,-122.30656,Specific,"ER, YH, RM",Fresh roadkill- SK,,Female,Juvenile,N/A,NA,650,230,97,40,NA,1800,2,NA,NA,NA,NA,A few matted spots in fur,"No notable wear, teeth white",pink/red,gelatinous,NA,NA,NA,Lungs pink/bloody,7.1,NA,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,Could not find uterus,NA,NA,"Small piece of kidney collected for LA toxin study, some blood in abd. cavity, intersitial nephritis:NA, renomegaly:NA, kidney amyloidosis:NA, urinary bladder wall:normal, renal aplasia/hyperplasia/dysplacia:NA, CHronic hypercongestion:NA, Miliary hepatic necrosis:NA",TRUE
Raccoon,RAC002,YH001,9/7/21,9/7/21,,Roadkill,King,Seattle,Wedgwood,47.68312,-122.30576,Specific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Coyote,COY064,YH057,2/24/23,2/28/23,4/6/23,USDA Wildlife Services,King,Seattle,Jefferson Park,47.566319,-122.305241,Specific,"SK, YH",Save skull for Matt Stevens,,Male,Adult,Testes present,NA,801,44,201,132,21,16150,4,0%,NA,NA,"Missing tail, normal coloration",NA,"Prety worn, LT canine broken/brown, RT canine very worn, front teeth quite worn, multiple back molars ground down","pink, red",frozen,"seems large, normal tissue",normal,NA-normal,NA,18.8,301.5,pale yellowy,NA,"fat? globule on kidney, kidneys encased in fat, looks good",NA,NA,#VALUE!,#VALUE!,NA,NA,NA,"Extremely fatty, shot through skull",TRUE
Raccoon,RAC059 ,YH193,10/9/23,10/9/23,4/20/24,Roadkill,King ,Seattle ,Beacon Hill ,47.5760722,-122.3033942,Specific,"EM, AZ",Roadkill ,,Male,Juvenile,Baculum present,,820,290,111,59,na,4750,3,NA,NA,NA ,normal,Left front arm broken ,,NA ,NA ,normal ,spotty decomp ,NA ,NA ,10.8,118.1 w/o gb,decomp (peripheracilly),NA,"pale, but overall normal",13.9,12.8,1.1,8.59375,NA,NA,"bacculum present, no testes ",skull too crushed to collect brain ,TRUE
Coyote,COY061,YH053,2/24/23,2/28/23,NA,USDA Wildlife Services,King,Seattle,Dearborn Park,47.552962,-122.295578,Specific,"SK, YH",NA,,Female,Adult,Embryos Present,Y,1192,324,171,10.4,NA,10600,3,0%,NA,NA,"very worn back claws, white tip on tail",Shrapnel in back of L jaw,"no mittens, little wear on teeth, TL canine chipped","pale pink, looks fatty",greasey/solid,"large heart, lots of fat","normal, kind of sticky",Small black lymph nodes by colon in mesyntary,HUGE,22.5,212.6 with gall bladder,slightly pale,NA,"well defined and dark. Lots of fat on kidney, very dark and defined medula and cortex",NA,NA,#VALUE!,#VALUE!,NA,"10 uterus bloops, maybe 1 undeveloped so colled 12 cm embryo and 1 ball of cells. 1 bloop empty",NA,"Pale spleen with brown tinge, slightly decomposing some white striations which may or may not be due to that, spleen decomposing slightly (?), frozen in weird position, fatty mesyntery, spleen with strange balck splotches/striations at both ends, gunshot through heart, stomach not tied off",TRUE
